日期,车牌号,部门,绝色出行天数,行驶天数,油耗,碳排放.kg.,绿色出行减排.kg.
2020年1月,粤BL05M1,02有排行无提醒,7,24,146.99,331.32,96.63
2020年1月,粤B7U0H5,02有排行无提醒,31,0,0,0,120.59
2020年1月,粤BN8G52,02有排行无提醒,0,0,0,0,0
2020年2月,皖AT0541,02有排行无提醒,1,28,628.5,1416.64,50.59
2020年2月,皖AT0580,02有排行无提醒,1,28,146.95,331.23,11.83
2020年2月,粤BL05M1,02有排行无提醒,19,10,111.03,250.26,475.5
2020年2月,皖AT0613,02有排行无提醒,19,10,35.04,78.98,150.06
2020年2月,粤JCL629,02有排行无提醒,18,11,16.28,36.7,60.05
2020年2月,皖AT0576,02有排行无提醒,23,6,2.01,4.53,17.37
2020年2月,皖AT0620,02有排行无提醒,19,10,53.37,120.3,228.56
2020年2月,皖AT0601,02有排行无提醒,20,9,167.37,377.25,838.34
2020年2月,皖AT0657,02有排行无提醒,1,28,608.93,1372.53,49.02
2020年2月,皖AT0641,02有排行无提醒,0,0,0,0,0
2020年2月,皖AT0575,02有排行无提醒,21,8,131.8,297.08,779.83
2020年2月,皖AT0543,02有排行无提醒,29,0,0,0,966.86
2020年2月,闽C88DN2,02有排行无提醒,29,0,0,0,101.79
2020年2月,粤B3Q03K,02有排行无提醒,7,20,45.71,103.03,36.06
2020年2月,1.22E+16,02有排行无提醒,29,0,0,0,53.65
2020年2月,皖AYY059,02有排行无提醒,29,0,0,0,228.52
2020年2月,粤B9XN26,02有排行无提醒,28,1,5.48,12.35,345.85
2020年2月,粤SL3H57,02有排行无提醒,29,0,0,0,130.5
2020年2月,粤B7U0H5,02有排行无提醒,29,0,0,0,112.81
2020年2月,粤BN8G52,02有排行无提醒,0,0,0,0,0
2020年3月,皖AT0575,02有排行无提醒,3,28,917.16,2067.28,221.49
2020年3月,皖AT0601,02有排行无提醒,10,21,576.58,1299.61,618.86
2020年3月,皖AT0657,02有排行无提醒,0,31,1370.64,3089.42,0
2020年3月,皖AT0541,02有排行无提醒,0,31,1221.15,2752.47,0
2020年3月,皖AT0580,02有排行无提醒,0,31,154.32,347.84,0
2020年3月,皖AT0576,02有排行无提醒,5,26,717.58,1617.43,311.04
2020年3月,粤B3Q03K,02有排行无提醒,1,30,110.12,248.21,8.27
2020年3月,粤BL05M1,02有排行无提醒,23,8,73.31,165.24,475.07
2020年3月,皖AT0613,02有排行无提醒,15,16,397.64,896.28,840.26
2020年3月,皖AT0620,02有排行无提醒,2,29,576.39,1299.18,89.6
2020年3月,皖AT0641,02有排行无提醒,0,0,0,0,0
2020年3月,皖AT0543,02有排行无提醒,31,0,0,0,1033.54
2020年3月,粤JCL629,02有排行无提醒,5,26,30.14,67.94,13.06
2020年3月,1.22E+16,02有排行无提醒,31,0,0,0,57.35
2020年3月,皖AYY059,02有排行无提醒,31,0,0,0,244.28
2020年3月,粤B9XN26,02有排行无提醒,5,26,213.79,481.88,92.67
2020年3月,闽C88DN2,02有排行无提醒,31,0,0,0,108.81
2020年3月,粤SL3H57,02有排行无提醒,31,0,0,0,139.5
2020年3月,粤B7U0H5,02有排行无提醒,31,0,0,0,120.59
2020年3月,粤BN8G52,02有排行无提醒,0,0,0,0,0
2020年4月,皖AT0541,02有排行无提醒,0,30,1594.83,3594.75,0
2020年4月,皖AT0575,02有排行无提醒,6,24,1268.97,2860.26,715.06
2020年4月,皖AT0601,02有排行无提醒,0,30,1077.42,2428.5,0
2020年4月,皖AT0576,02有排行无提醒,0,30,1092.75,2463.06,0
2020年4月,皖AT0580,02有排行无提醒,7,23,265.99,599.54,182.47
2020年4月,皖AT0620,02有排行无提醒,0,30,787.33,1774.64,0
2020年4月,皖AT0657,02有排行无提醒,0,30,1138.86,2566.99,0
2020年4月,粤B3Q03K,02有排行无提醒,0,30,92.43,208.34,0
2020年4月,粤JCL629,02有排行无提醒,6,24,30.18,68.03,17.01
2020年4月,皖AT0641,02有排行无提醒,0,0,0,0,0
2020年4月,粤BN8G52,02有排行无提醒,0,0,0,0,0
2020年4月,皖AYY059,02有排行无提醒,30,0,0,0,236.4
2020年4月,1.22E+16,02有排行无提醒,30,0,0,0,55.5
2020年4月,闽C88DN2,02有排行无提醒,30,0,0,0,105.3
2020年4月,皖AT0543,02有排行无提醒,30,0,0,0,1000.2
2020年4月,粤B9XN26,02有排行无提醒,7,23,259.26,584.37,177.85
2020年4月,粤SL3H57,02有排行无提醒,30,0,0,0,135
2020年4月,粤B7U0H5,02有排行无提醒,30,0,0,0,116.7
2020年4月,皖AT0613,02有排行无提醒,30,0,0,0,2387.1
2020年4月,粤BL05M1,02有排行无提醒,17,13,33.8,76.19,99.63
2020年5月,皖AT0601,02有排行无提醒,0,31,1247.22,2811.23,0
2020年5月,皖AT0541,02有排行无提醒,0,31,1854.03,4178.98,0
2020年5月,皖AT0657,02有排行无提醒,0,31,1230.5,2773.55,0
2020年5月,皖AT0576,02有排行无提醒,1,30,1034.1,2330.86,77.7
2020年5月,皖AT0620,02有排行无提醒,0,31,1002.63,2259.93,0
2020年5月,粤B9XN26,02有排行无提醒,5,26,283.74,639.55,122.99
2020年5月,粤B3Q03K,02有排行无提醒,1,30,101.15,227.99,7.6
2020年5月,皖AYY059,02有排行无提醒,31,0,0,0,244.28
2020年5月,粤JCL629,02有排行无提醒,18,13,23.48,52.92,73.28
2020年5月,皖AT0641,02有排行无提醒,0,0,0,0,0
2020年5月,皖AT0575,02有排行无提醒,31,0,0,0,3261.51
2020年5月,1.22E+16,02有排行无提醒,31,0,0,0,57.35
2020年5月,闽C88DN2,02有排行无提醒,31,0,0,0,108.81
2020年5月,皖AT0580,02有排行无提醒,31,0,0,0,787.09
2020年5月,粤SL3H57,02有排行无提醒,31,0,0,0,139.5
2020年5月,粤BL05M1,02有排行无提醒,16,15,96.39,217.26,231.75
2020年5月,粤B7U0H5,02有排行无提醒,31,0,0,0,120.59
2020年5月,粤BN8G52,02有排行无提醒,0,0,0,0,0
2020年5月,皖AT0613,02有排行无提醒,14,17,674.72,1520.82,1252.44
2020年5月,皖AT0543,02有排行无提醒,31,0,0,0,1033.54
2020年6月,皖AT0601,02有排行无提醒,0,30,1222.4,2755.29,0
2020年6月,皖AT0541,02有排行无提醒,0,30,1193.62,2690.42,0
2020年6月,皖AT0576,02有排行无提醒,15,15,564.06,1271.39,1271.39
2020年6月,皖AT0657,02有排行无提醒,0,30,1100.49,2480.5,0
2020年6月,皖AT0620,02有排行无提醒,0,30,1119.33,2522.97,0
2020年6月,粤B9XN26,02有排行无提醒,3,27,306.88,691.71,76.86
2020年6月,粤JCL629,02有排行无提醒,7,23,47.47,107,32.56
2020年6月,粤B3Q03K,02有排行无提醒,0,30,117.29,264.37,0
2020年6月,粤BL05M1,02有排行无提醒,26,4,10.26,23.13,150.32
2020年6月,1.22E+16,02有排行无提醒,30,0,0,0,55.5
2020年6月,皖AT0575,02有排行无提醒,30,0,0,0,3156.3
2020年6月,皖AT0641,02有排行无提醒,0,0,0,0,0
2020年6月,皖AT0580,02有排行无提醒,30,0,0,0,761.7
2020年6月,皖AYY059,02有排行无提醒,30,0,0,0,236.4
2020年6月,皖AT0613,02有排行无提醒,1,29,1137.56,2564.06,88.42
2020年6月,闽C88DN2,02有排行无提醒,30,0,0,0,105.3
2020年6月,粤SL3H57,02有排行无提醒,30,0,0,0,135
2020年6月,粤B7U0H5,02有排行无提醒,30,0,0,0,116.7
2020年6月,皖AT0543,02有排行无提醒,30,0,0,0,1000.2
2020年6月,粤BN8G52,02有排行无提醒,0,0,0,0,0
2020年7月,皖AT0657,02有排行无提醒,0,15,617.32,1391.44,0
2020年7月,皖AT0613,02有排行无提醒,0,15,631.9,1424.3,0
2020年7月,皖AT0541,02有排行无提醒,0,15,625.97,1410.94,0
2020年7月,皖AT0620,02有排行无提醒,0,15,524.23,1181.61,0
2020年7月,皖AT0601,02有排行无提醒,0,15,627.24,1413.8,0
2020年7月,粤B9XN26,02有排行无提醒,2,13,140.06,315.7,48.57
2020年7月,粤JCL629,02有排行无提醒,4,11,25.59,57.68,20.97
2020年7月,粤BL05M1,02有排行无提醒,2,13,29.74,67.03,10.31
2020年7月,皖AT0580,02有排行无提醒,15,0,0,0,380.85
2020年7月,闽C88DN2,02有排行无提醒,15,0,0,0,52.65
2020年7月,皖AT0575,02有排行无提醒,15,0,0,0,1578.15
2020年7月,皖AT0641,02有排行无提醒,0,0,0,0,0
2020年7月,粤B3Q03K,02有排行无提醒,15,0,0,0,295.95
2020年7月,1.22E+16,02有排行无提醒,15,0,0,0,27.75
2020年7月,皖AYY059,02有排行无提醒,15,0,0,0,118.2
2020年7月,皖AT0543,02有排行无提醒,15,0,0,0,500.1
2020年7月,皖AT0576,02有排行无提醒,15,0,0,0,1302
2020年7月,粤SL3H57,02有排行无提醒,15,0,0,0,67.5
2020年7月,粤B7U0H5,02有排行无提醒,15,0,0,0,58.35
2020年7月,粤BN8G52,02有排行无提醒,0,0,0,0,0
2020年8月,皖AT0657,02有排行无提醒,23,8,434.7,979.81,2816.96
2020年8月,皖AT0601,02有排行无提醒,0,31,1564.82,3527.1,0
2020年8月,皖AT0620,02有排行无提醒,0,31,880.25,1984.08,0
2020年8月,皖AT0613,02有排行无提醒,0,31,980.36,2209.73,0
2020年8月,皖AT0541,02有排行无提醒,0,31,1360.72,3067.06,0
2020年8月,粤BL05M1,02有排行无提醒,9,21,88.35,199.14,85.35
2020年8月,闽C88DN2,02有排行无提醒,31,0,0,0,108.81
2020年8月,皖AT0580,02有排行无提醒,31,0,0,0,787.09
2020年8月,皖AT0641,02有排行无提醒,0,0,0,0,0
2020年8月,皖AT0575,02有排行无提醒,31,0,0,0,3261.51
2020年8月,粤JCL629,02有排行无提醒,31,0,0,0,254.51
2020年8月,粤B3Q03K,02有排行无提醒,31,0,0,0,611.63
2020年8月,皖AYY059,02有排行无提醒,31,0,0,0,244.28
2020年8月,粤B9XN26,02有排行无提醒,31,0,0,0,681.38
2020年8月,皖AT0543,02有排行无提醒,31,0,0,0,1033.54
2020年8月,皖AT0576,02有排行无提醒,31,0,0,0,2690.8
2020年8月,粤SL3H57,02有排行无提醒,31,0,0,0,139.5
2020年8月,粤B7U0H5,02有排行无提醒,31,0,0,0,120.59
2020年8月,粤BN8G52,02有排行无提醒,0,0,0,0,0
2020年9月,皖AT0601,02有排行无提醒,8,22,879.55,1982.51,720.91
2020年9月,皖AT0613,02有排行无提醒,0,30,887.13,1999.59,0
2020年9月,皖AT0541,02有排行无提醒,7,23,866.94,1954.08,594.72
2020年9月,皖AT0620,02有排行无提醒,3,27,624.99,1408.73,156.53
2020年9月,粤BL05M1,02有排行无提醒,12,18,78.43,176.78,117.85
2020年9月,皖AT0641,02有排行无提醒,0,0,0,0,0
2020年9月,皖AT0580,02有排行无提醒,30,0,0,0,761.7
2020年9月,皖AT0657,02有排行无提醒,30,0,0,0,2942.7
2020年9月,皖AT0575,02有排行无提醒,30,0,0,0,3156.3
2020年9月,皖AT0543,02有排行无提醒,30,0,0,0,1000.2
2020年9月,粤JCL629,02有排行无提醒,30,0,0,0,246.3
2020年9月,闽C88DN2,02有排行无提醒,30,0,0,0,105.3
2020年9月,粤B3Q03K,02有排行无提醒,30,0,0,0,591.9
2020年9月,皖AYY059,02有排行无提醒,30,0,0,0,236.4
2020年9月,粤B9XN26,02有排行无提醒,30,0,0,0,659.4
2020年9月,皖AT0576,02有排行无提醒,30,0,0,0,2604
2020年9月,粤SL3H57,02有排行无提醒,30,0,0,0,135
2020年9月,粤B7U0H5,02有排行无提醒,30,0,0,0,116.7
2020年9月,粤BN8G52,02有排行无提醒,0,0,0,0,0
2019年8月,粤B3AU48,03无排行有提醒,14,13,43.5,98.05,105.59
2019年8月,粤B533CJ,03无排行有提醒,9,15,32.88,74.11,44.47
2019年8月,粤B2X562,03无排行有提醒,2,21,68.74,154.94,14.76
2019年8月,粤BY1047,03无排行有提醒,16,1,1.2,2.7,43.28
2019年8月,粤STC809,03无排行有提醒,2,14,160.78,362.4,51.77
2019年8月,渝D865V3,03无排行有提醒,0,11,46.09,103.89,0
2019年9月,渝D865V3,03无排行有提醒,0,30,140.31,316.26,0
2019年9月,粤STC809,03无排行有提醒,16,14,78.78,177.57,202.94
2019年9月,粤B2X562,03无排行有提醒,2,27,120.69,272.04,20.15
2019年9月,粤BY1047,03无排行有提醒,30,0,0,0,81
2019年9月,粤B3AU48,03无排行有提醒,5,25,30.16,67.98,13.6
2019年9月,粤B533CJ,03无排行有提醒,30,0,0,0,148.2
2019年9月,粤B892VK,03无排行有提醒,0,21,68.02,153.32,0
2019年9月,粤BS207S,03无排行有提醒,0,2,3.32,7.48,0
2019年10月,粤BS207S,03无排行有提醒,0,13,99.04,223.24,0
2019年10月,渝D865V3,03无排行有提醒,4,27,119.02,268.27,39.74
2019年10月,粤B892VK,03无排行有提醒,0,31,73.61,165.92,0
2019年10月,粤B2X562,03无排行有提醒,7,24,58.35,131.52,38.36
2019年10月,粤STC809,03无排行有提醒,3,28,341.34,769.38,82.43
2019年10月,粤BY1047,03无排行有提醒,31,0,0,0,83.7
2019年10月,粤B3AU48,03无排行有提醒,22,8,3.63,8.18,22.5
2019年10月,粤B533CJ,03无排行有提醒,31,0,0,0,153.14
2019年11月,粤B2X562,03无排行有提醒,1,29,72.87,164.25,5.66
2019年11月,粤B892VK,03无排行有提醒,28,2,2.92,6.58,92.14
2019年11月,粤STC809,03无排行有提醒,0,30,395.89,892.34,0
2019年11月,渝D865V3,03无排行有提醒,30,0,0,0,303.6
2019年11月,粤BY1047,03无排行有提醒,30,0,0,0,81
2019年11月,粤B3AU48,03无排行有提醒,30,0,0,0,111.3
2019年11月,粤B533CJ,03无排行有提醒,30,0,0,0,148.2
2019年11月,粤BS207S,03无排行有提醒,0,9,27.6,62.21,0
2019年11月,皖AT0549,03无排行有提醒,0,3,179.29,404.12,0
2019年11月,皖AT0579,03无排行有提醒,0,3,95.54,215.35,0
2019年11月,皖AT0621,03无排行有提醒,0,3,139.57,314.59,0
2019年11月,皖AT0631,03无排行有提醒,0,3,126.51,285.15,0
2019年11月,皖AT0589,03无排行有提醒,0,3,97.43,219.61,0
2019年11月,皖AT0632,03无排行有提醒,0,3,165.72,373.53,0
2019年11月,皖AT0563,03无排行有提醒,0,2,23.57,53.13,0
2019年11月,皖AT0596,03无排行有提醒,0,3,120.54,271.7,0
2019年11月,皖AT0633,03无排行有提醒,0,3,134.8,303.84,0
2019年11月,皖AT0591,03无排行有提醒,0,3,144.26,325.16,0
2019年11月,皖AT0539,03无排行有提醒,0,3,132.05,297.64,0
2019年11月,1.22E+16,03无排行有提醒,2,1,0.26,0.59,1.17
2019年12月,皖AT0591,03无排行有提醒,0,31,1638.28,3692.68,0
2019年12月,皖AT0589,03无排行有提醒,0,31,1599.37,3604.98,0
2019年12月,皖AT0632,03无排行有提醒,8,23,1602.43,3611.88,1256.31
2019年12月,皖AT0539,03无排行有提醒,9,22,1091.25,2459.68,1006.23
2019年12月,皖AT0549,03无排行有提醒,0,31,2036.17,4589.53,0
2019年12月,皖AT0633,03无排行有提醒,0,31,1545.06,3482.57,0
2019年12月,皖AT0579,03无排行有提醒,0,31,1382.65,3116.49,0
2019年12月,皖AT0596,03无排行有提醒,0,31,1150.12,2592.37,0
2019年12月,皖AT0631,03无排行有提醒,0,30,1045.63,2356.85,0
2019年12月,皖AT0621,03无排行有提醒,0,31,1366.13,3079.26,0
2019年12月,粤STC809,03无排行有提醒,0,31,658.54,1484.35,0
2019年12月,皖AT0563,03无排行有提醒,0,28,1058.64,2386.17,0
2019年12月,粤BY1047,03无排行有提醒,31,0,0,0,83.7
2019年12月,1.22E+16,03无排行有提醒,31,0,0,0,18.29
2019年12月,粤B892VK,03无排行有提醒,31,0,0,0,187.24
2019年12月,粤B2X562,03无排行有提醒,5,26,59.17,133.37,25.65
2019年12月,渝D865V3,03无排行有提醒,31,0,0,0,313.72
2019年12月,粤B3AU48,03无排行有提醒,31,0,0,0,115.01
2019年12月,粤BS207S,03无排行有提醒,0,11,79.56,179.33,0
2019年12月,粤B533CJ,03无排行有提醒,31,0,0,0,153.14
2020年1月,皖AT0549,03无排行有提醒,3,28,1293.23,2914.94,312.32
2020年1月,皖AT0633,03无排行有提醒,24,7,308.95,696.37,2387.57
2020年1月,皖AT0589,03无排行有提醒,1,27,1013.24,2283.84,84.59
2020年1月,皖AT0591,03无排行有提醒,5,26,1297.08,2923.62,562.23
2020年1月,皖AT0621,03无排行有提醒,6,25,877.42,1977.7,474.65
2020年1月,皖AT0579,03无排行有提醒,6,25,1071.29,2414.69,579.53
2020年1月,皖AT0596,03无排行有提醒,2,29,1020.69,2300.64,158.66
2020年1月,皖AT0631,03无排行有提醒,1,30,855.13,1927.46,64.25
2020年1月,皖AT0563,03无排行有提醒,7,24,987.23,2225.22,649.02
2020年1月,粤BS207S,03无排行有提醒,6,17,60.49,136.34,48.12
2020年1月,粤STC809,03无排行有提醒,13,18,413.16,931.26,672.58
2020年1月,皖AT0632,03无排行有提醒,31,0,0,0,4376.89
2020年1月,皖AT0539,03无排行有提醒,31,0,0,0,3421.47
2020年1月,渝D865V3,03无排行有提醒,31,0,0,0,313.72
2020年1月,粤B2X562,03无排行有提醒,31,0,0,0,207.39
2020年1月,粤B533CJ,03无排行有提醒,31,0,0,0,153.14
2020年1月,粤B3AU48,03无排行有提醒,31,0,0,0,115.01
2020年1月,1.22E+16,03无排行有提醒,31,0,0,0,18.29
2020年1月,粤B892VK,03无排行有提醒,31,0,0,0,187.24
2020年1月,粤BY1047,03无排行有提醒,31,0,0,0,83.7
2020年2月,皖AT0621,03无排行有提醒,26,3,10.48,23.62,204.72
2020年2月,皖AT0589,03无排行有提醒,21,8,86.92,195.92,514.28
2020年2月,粤BS207S,03无排行有提醒,21,8,5.88,13.25,34.79
2020年2月,皖AT0591,03无排行有提醒,8,21,428.87,966.67,368.26
2020年2月,皖AT0549,03无排行有提醒,13,15,263.72,594.42,515.17
2020年2月,皖AT0579,03无排行有提醒,13,16,214.12,482.63,392.13
2020年2月,皖AT0539,03无排行有提醒,29,0,0,0,3200.73
2020年2月,皖AT0632,03无排行有提醒,29,0,0,0,4094.51
2020年2月,皖AT0631,03无排行有提醒,25,4,22.64,51.03,318.94
2020年2月,皖AT0596,03无排行有提醒,16,13,105.69,238.23,293.2
2020年2月,皖AT0563,03无排行有提醒,28,1,0.61,1.37,38.5
2020年2月,粤B2X562,03无排行有提醒,29,0,0,0,194.01
2020年2月,粤B533CJ,03无排行有提醒,29,0,0,0,143.26
2020年2月,粤B3AU48,03无排行有提醒,29,0,0,0,107.59
2020年2月,1.22E+16,03无排行有提醒,29,0,0,0,17.11
2020年2月,皖AT0633,03无排行有提醒,29,0,0,0,3211.46
2020年2月,渝D865V3,03无排行有提醒,29,0,0,0,293.48
2020年2月,粤B892VK,03无排行有提醒,29,0,0,0,175.16
2020年2月,粤STC809,03无排行有提醒,29,0,0,0,1086.05
2020年2月,粤BY1047,03无排行有提醒,29,0,0,0,78.3
2020年3月,皖AT0549,03无排行有提醒,0,31,1324.15,2984.63,0
2020年3月,皖AT0579,03无排行有提醒,0,31,679.34,1531.23,0
2020年3月,皖AT0591,03无排行有提醒,1,30,1138.96,2567.22,85.57
2020年3月,皖AT0589,03无排行有提醒,0,31,1056.22,2380.72,0
2020年3月,皖AT0596,03无排行有提醒,0,31,747.69,1685.29,0
2020年3月,渝D865V3,03无排行有提醒,31,0,0,0,313.72
2020年3月,皖AT0632,03无排行有提醒,18,13,681.21,1535.45,2126
2020年3月,皖AT0631,03无排行有提醒,4,27,472.42,1064.83,157.75
2020年3月,皖AT0539,03无排行有提醒,31,0,0,0,3421.47
2020年3月,皖AT0621,03无排行有提醒,17,14,187.97,423.68,514.47
2020年3月,皖AT0563,03无排行有提醒,11,20,450.99,1016.53,559.09
2020年3月,粤B2X562,03无排行有提醒,31,0,0,0,207.39
2020年3月,粤B533CJ,03无排行有提醒,31,0,0,0,153.14
2020年3月,粤B3AU48,03无排行有提醒,31,0,0,0,115.01
2020年3月,1.22E+16,03无排行有提醒,31,0,0,0,18.29
2020年3月,皖AT0633,03无排行有提醒,31,0,0,0,3432.94
2020年3月,粤BS207S,03无排行有提醒,31,0,0,0,315.89
2020年3月,粤B892VK,03无排行有提醒,31,0,0,0,187.24
2020年3月,粤STC809,03无排行有提醒,7,24,258.41,582.46,169.88
2020年3月,粤BY1047,03无排行有提醒,31,0,0,0,83.7
2020年4月,皖AT0589,03无排行有提醒,0,30,1038.28,2340.28,0
2020年4月,皖AT0549,03无排行有提醒,0,30,1633.67,3682.29,0
2020年4月,皖AT0591,03无排行有提醒,0,30,1524.58,3436.4,0
2020年4月,皖AT0632,03无排行有提醒,5,25,1400.04,3155.69,631.14
2020年4月,皖AT0621,03无排行有提醒,2,28,800.39,1804.08,128.86
2020年4月,皖AT0631,03无排行有提醒,0,30,842.22,1898.36,0
2020年4月,皖AT0579,03无排行有提醒,0,30,1201.69,2708.61,0
2020年4月,皖AT0596,03无排行有提醒,0,30,1042.66,2350.16,0
2020年4月,粤STC809,03无排行有提醒,0,30,455.82,1027.42,0
2020年4月,1.22E+16,03无排行有提醒,30,0,0,0,17.7
2020年4月,粤B3AU48,03无排行有提醒,30,0,0,0,111.3
2020年4月,粤BY1047,03无排行有提醒,30,0,0,0,81
2020年4月,皖AT0563,03无排行有提醒,4,26,789.33,1779.15,273.72
2020年4月,粤B2X562,03无排行有提醒,30,0,0,0,200.7
2020年4月,皖AT0633,03无排行有提醒,30,0,0,0,3322.2
2020年4月,粤BS207S,03无排行有提醒,30,0,0,0,305.7
2020年4月,粤B892VK,03无排行有提醒,30,0,0,0,181.2
2020年4月,皖AT0539,03无排行有提醒,30,0,0,0,3311.1
2020年4月,粤B533CJ,03无排行有提醒,30,0,0,0,148.2
2020年4月,渝D865V3,03无排行有提醒,30,0,0,0,303.6
2020年5月,皖AT0632,03无排行有提醒,0,31,2065.55,4655.75,0
2020年5月,皖AT0549,03无排行有提醒,0,31,1832.41,4130.25,0
2020年5月,皖AT0591,03无排行有提醒,0,31,1512.59,3409.38,0
2020年5月,皖AT0579,03无排行有提醒,0,31,1542.65,3477.13,0
2020年5月,皖AT0589,03无排行有提醒,2,29,875.89,1974.26,136.16
2020年5月,皖AT0631,03无排行有提醒,2,29,981.73,2212.82,152.61
2020年5月,皖AT0596,03无排行有提醒,0,31,1065.51,2401.66,0
2020年5月,皖AT0563,03无排行有提醒,1,30,740.53,1669.15,55.64
2020年5月,皖AT0621,03无排行有提醒,0,31,1166.29,2628.82,0
2020年5月,粤STC809,03无排行有提醒,0,31,642.05,1447.18,0
2020年5月,粤B3AU48,03无排行有提醒,31,0,0,0,115.01
2020年5月,1.22E+16,03无排行有提醒,31,0,0,0,18.29
2020年5月,皖AT0539,03无排行有提醒,31,0,0,0,3421.47
2020年5月,粤BS207S,03无排行有提醒,31,0,0,0,315.89
2020年5月,粤B892VK,03无排行有提醒,31,0,0,0,187.24
2020年5月,粤BY1047,03无排行有提醒,31,0,0,0,83.7
2020年5月,皖AT0633,03无排行有提醒,31,0,0,0,3432.94
2020年5月,粤B533CJ,03无排行有提醒,31,0,0,0,153.14
2020年5月,渝D865V3,03无排行有提醒,31,0,0,0,313.72
2020年5月,粤B2X562,03无排行有提醒,31,0,0,0,207.39
2020年6月,皖AT0549,03无排行有提醒,2,28,1603.92,3615.24,258.23
2020年6月,皖AT0632,03无排行有提醒,2,28,1782.75,4018.32,287.02
2020年6月,皖AT0621,03无排行有提醒,1,29,1169.67,2636.44,90.91
2020年6月,皖AT0591,03无排行有提醒,0,30,1521.18,3428.74,0
2020年6月,皖AT0631,03无排行有提醒,0,30,1010.88,2278.52,0
2020年6月,皖AT0596,03无排行有提醒,0,30,1024.9,2310.12,0
2020年6月,皖AT0579,03无排行有提醒,15,15,728.67,1642.42,1642.42
2020年6月,皖AT0563,03无排行有提醒,7,23,745.95,1681.37,511.72
2020年6月,粤STC809,03无排行有提醒,0,30,683,1539.48,0
2020年6月,1.22E+16,03无排行有提醒,30,0,0,0,17.7
2020年6月,皖AT0589,03无排行有提醒,30,0,0,0,2463.3
2020年6月,粤B2X562,03无排行有提醒,30,0,0,0,200.7
2020年6月,粤B533CJ,03无排行有提醒,30,0,0,0,148.2
2020年6月,粤BY1047,03无排行有提醒,30,0,0,0,81
2020年6月,皖AT0633,03无排行有提醒,30,0,0,0,3322.2
2020年6月,粤B3AU48,03无排行有提醒,30,0,0,0,111.3
2020年6月,粤BS207S,03无排行有提醒,30,0,0,0,305.7
2020年6月,粤B892VK,03无排行有提醒,30,0,0,0,181.2
2020年6月,皖AT0539,03无排行有提醒,30,0,0,0,3311.1
2020年6月,渝D865V3,03无排行有提醒,30,0,0,0,303.6
2020年7月,皖AT0632,03无排行有提醒,0,15,958.17,2159.72,0
2020年7月,皖AT0596,03无排行有提醒,0,15,587.7,1324.68,0
2020年7月,皖AT0591,03无排行有提醒,0,15,744.49,1678.08,0
2020年7月,皖AT0563,03无排行有提醒,1,14,475.37,1071.48,76.53
2020年7月,皖AT0631,03无排行有提醒,0,15,545.95,1230.57,0
2020年7月,皖AT0621,03无排行有提醒,0,15,652.12,1469.88,0
2020年7月,粤STC809,03无排行有提醒,0,15,306.03,689.79,0
2020年7月,皖AT0579,03无排行有提醒,15,0,0,0,1281
2020年7月,皖AT0589,03无排行有提醒,15,0,0,0,1231.65
2020年7月,渝D865V3,03无排行有提醒,15,0,0,0,151.8
2020年7月,皖AT0539,03无排行有提醒,15,0,0,0,1655.55
2020年7月,粤B2X562,03无排行有提醒,15,0,0,0,100.35
2020年7月,粤B533CJ,03无排行有提醒,15,0,0,0,74.1
2020年7月,粤B3AU48,03无排行有提醒,15,0,0,0,55.65
2020年7月,1.22E+16,03无排行有提醒,15,0,0,0,8.85
2020年7月,粤BY1047,03无排行有提醒,15,0,0,0,40.5
2020年7月,皖AT0549,03无排行有提醒,15,0,0,0,1831.2
2020年7月,皖AT0633,03无排行有提醒,15,0,0,0,1661.1
2020年7月,粤BS207S,03无排行有提醒,15,0,0,0,152.85
2020年7月,粤B892VK,03无排行有提醒,15,0,0,0,90.6
2020年8月,皖AT0596,03无排行有提醒,0,31,1386.45,3125.06,0
2020年8月,皖AT0591,03无排行有提醒,0,31,1607.49,3623.28,0
2020年8月,皖AT0631,03无排行有提醒,0,31,1113.47,2509.76,0
2020年8月,皖AT0632,03无排行有提醒,0,31,1371.28,3090.87,0
2020年8月,皖AT0621,03无排行有提醒,2,29,1497.83,3376.11,232.84
2020年8月,粤STC809,03无排行有提醒,30,1,19.89,44.83,1344.96
2020年8月,渝D865V3,03无排行有提醒,31,0,0,0,309.38
2020年8月,皖AT0579,03无排行有提醒,31,0,0,0,2647.4
2020年8月,皖AT0589,03无排行有提醒,31,0,0,0,2545.41
2020年8月,皖AT0539,03无排行有提醒,31,0,0,0,3421.47
2020年8月,皖AT0563,03无排行有提醒,2,29,819.92,1848.1,127.46
2020年8月,皖AT0549,03无排行有提醒,31,0,0,0,3784.48
2020年8月,粤B2X562,03无排行有提醒,31,0,0,0,207.39
2020年8月,粤B533CJ,03无排行有提醒,31,0,0,0,153.14
2020年8月,粤B3AU48,03无排行有提醒,31,0,0,0,115.01
2020年8月,皖AT0633,03无排行有提醒,31,0,0,0,3432.94
2020年8月,粤BS207S,03无排行有提醒,31,0,0,0,315.89
2020年8月,粤B892VK,03无排行有提醒,31,0,0,0,187.24
2020年8月,粤BY1047,03无排行有提醒,31,0,0,0,83.7
2020年9月,皖AT0621,03无排行有提醒,0,30,1398.48,3152.17,0
2020年9月,皖AT0591,03无排行有提醒,0,30,1693.72,3817.64,0
