部门,车牌号,行驶里程,总里程,油耗,行驶时长,平均速度.KM.H.,急加速,急减速,急转弯,疲劳驾驶.次数.,夜间驾驶时长.H.,日期,驾驶行为评分,插拔
04无排行无提醒,皖AT0608,317.17,13261.06,48,16.86,18.81,214,166,9,3,12.29,2020/1/10,32.6,未拔出
04无排行无提醒,皖AT0666,309.87,12522.86,47.88,12.02,25.78,130,241,378,2,7.38,2020/1/10,23.43,未拔出
04无排行无提醒,皖AT0623,293.86,14782.55,40.55,14.05,20.92,226,130,1,1,13.81,2020/1/10,27.21,未拔出
04无排行无提醒,皖AT0565,238.61,15008.36,37.36,10.81,22.07,44,93,1,1,10.41,2020/1/10,8.47,未拔出
04无排行无提醒,粤STB959,50.36,2717.03,4.37,1.2,41.97,1,9,0,0,0,2020/1/10,72.56,未拔出
04无排行无提醒,粤BP439V,43.11,3032.78,6.1,2.36,18.27,91,80,0,0,1.51,2020/1/10,63.19,未拔出
04无排行无提醒,粤B0Y92H,26.69,3535.25,6.38,1.68,15.89,6,40,0,0,0,2020/1/10,93.67,未拔出
04无排行无提醒,皖AT0616,0,2377.84,0,0,0,0,0,0,0,0,2020/1/10,100,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2020/1/10,0,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2020/1/10,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2020/1/10,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2020/1/10,100,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2020/1/10,100,未拔出
04无排行无提醒,粤PR5795,0,2.46,0,0,0,0,0,0,0,0,2020/1/10,100,未拔出
04无排行无提醒,皖AT0560,545.46,21632.44,75.37,20.57,26.52,241,223,48,1,12.57,2020/1/11,45.08,未拔出
04无排行无提醒,皖AT0608,496.99,13758.05,68.58,21.47,23.15,253,253,14,3,12.88,2020/1/11,30.23,未拔出
04无排行无提醒,皖AT0540,477.07,29978.51,61.22,19.36,24.64,21,23,491,3,11.9,2020/1/11,12.73,未拔出
04无排行无提醒,皖AT0565,385.25,15393.61,59.56,17.84,21.59,90,175,2,2,8.95,2020/1/11,32.78,未拔出
04无排行无提醒,皖AT0661,319.65,14680.61,38.79,14.37,22.24,23,204,10,1,3.78,2020/1/11,44.56,未拔出
04无排行无提醒,皖AT0623,291.58,15074.13,36.73,11.73,24.86,235,118,3,1,4.26,2020/1/11,27.74,未拔出
04无排行无提醒,皖AT0658,276.32,16484.96,38.65,17.05,16.21,245,152,7,1,6,2020/1/11,64.93,未拔出
04无排行无提醒,皖AT0666,156.4,12679.26,24.56,6.19,25.27,52,122,135,0,2.98,2020/1/11,48.74,未拔出
04无排行无提醒,粤B0Y92H,13.99,3549.24,4.88,1.3,10.76,5,16,0,0,0,2020/1/11,93.1,未拔出
04无排行无提醒,粤BP439V,13.1,3045.88,2.16,1.02,12.84,22,17,0,0,0.15,2020/1/11,91.61,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2020/1/11,0,未拔出
04无排行无提醒,皖AT0616,0,2377.84,0,0,0,0,0,0,0,0,2020/1/11,100,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2020/1/11,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2020/1/11,100,未拔出
04无排行无提醒,粤STB959,0,2717.03,0,0,0,0,0,0,0,0,2020/1/11,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2020/1/11,100,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2020/1/11,100,未拔出
04无排行无提醒,粤PR5795,0,2.46,0,0,0,0,0,0,0,0,2020/1/11,100,未拔出
04无排行无提醒,皖AT0560,525.81,22158.25,74.43,20.95,25.1,266,280,60,1,9.74,2020/1/12,46.22,未拔出
04无排行无提醒,皖AT0608,488.77,14246.82,68.16,23.35,20.93,320,371,13,4,16.94,2020/1/12,28.39,未拔出
04无排行无提醒,皖AT0540,384.85,30363.36,52.12,16.9,22.77,39,37,492,2,8.72,2020/1/12,27.73,未拔出
04无排行无提醒,皖AT0661,352.43,15033.04,39.59,13.38,26.34,21,193,4,1,3.32,2020/1/12,57.43,未拔出
04无排行无提醒,皖AT0565,314.76,15708.37,47.88,13.52,23.28,90,233,4,1,12.65,2020/1/12,-2.36,未拔出
04无排行无提醒,皖AT0658,297.81,16799.1,43.22,19.17,15.54,237,165,4,1,6.18,2020/1/12,56.69,未拔出
04无排行无提醒,皖AT0623,211.33,15285.46,26.31,8.01,26.38,139,99,2,0,4.2,2020/1/12,46.95,未拔出
04无排行无提醒,皖AT0666,186.22,12865.48,28.41,7.96,23.39,57,136,166,1,0.6,2020/1/12,31.05,未拔出
04无排行无提醒,粤BP439V,47.42,3093.3,7.56,3.57,13.28,72,75,0,0,1.18,2020/1/12,83.64,未拔出
04无排行无提醒,粤B0Y92H,26.85,3576.09,6.16,1.51,17.78,2,25,0,0,0.79,2020/1/12,89.92,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2020/1/12,0,未拔出
04无排行无提醒,皖AT0616,0,2377.84,0,0,0,0,0,0,0,0,2020/1/12,100,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2020/1/12,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2020/1/12,100,未拔出
04无排行无提醒,粤STB959,0,2717.03,0,0,0,0,0,0,0,0,2020/1/12,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2020/1/12,100,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2020/1/12,100,未拔出
04无排行无提醒,粤PR5795,0,2.46,0,0,0,0,0,0,0,0,2020/1/12,100,未拔出
04无排行无提醒,皖AT0560,579.12,22737.37,80.9,22.78,25.42,313,208,64,2,18.19,2020/1/13,37.38,未拔出
04无排行无提醒,皖AT0608,486.58,14733.4,64.62,21.23,22.92,188,304,11,2,11.43,2020/1/13,44.98,未拔出
04无排行无提醒,皖AT0658,418.28,17217.38,57.28,19.92,21,221,306,4,2,8.2,2020/1/13,57.96,未拔出
04无排行无提醒,皖AT0540,401.93,30765.29,54.26,18.18,22.11,66,43,650,1,9.59,2020/1/13,43.94,未拔出
04无排行无提醒,皖AT0565,398.79,16107.16,58.78,17.28,23.08,131,225,2,2,9.72,2020/1/13,24.42,未拔出
04无排行无提醒,皖AT0623,351.9,15637.36,43.29,13.55,25.97,270,151,5,2,13.93,2020/1/13,22.33,未拔出
04无排行无提醒,皖AT0661,296.63,15329.67,34.3,12.32,24.08,21,127,8,2,1.61,2020/1/13,44.04,未拔出
04无排行无提醒,粤B0Y92H,203.31,3779.4,30.58,6.27,32.43,36,80,0,0,1.63,2020/1/13,68.91,未拔出
04无排行无提醒,皖AT0666,166.7,13032.18,25.76,8.24,20.23,49,80,498,0,3.77,2020/1/13,31.47,未拔出
04无排行无提醒,粤BP439V,45.1,3138.4,6.05,2.43,18.56,55,69,0,0,0.84,2020/1/13,78.99,未拔出
04无排行无提醒,粤STB959,23.6,2740.63,2.86,1.37,17.23,0,5,0,0,1.37,2020/1/13,75.18,未拔出
04无排行无提醒,皖AT0616,0,2377.84,0,0,0,0,0,0,0,0,2020/1/13,100,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2020/1/13,0,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2020/1/13,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2020/1/13,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2020/1/13,100,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2020/1/13,100,未拔出
04无排行无提醒,粤PR5795,0,2.46,0,0,0,0,0,0,0,0,2020/1/13,100,未拔出
04无排行无提醒,皖AT0540,566.47,31331.76,66.93,18.19,31.14,35,23,735,2,11.44,2020/1/14,21.08,未拔出
04无排行无提醒,皖AT0560,535.64,23273.01,74.62,21.15,25.33,252,171,41,2,11.53,2020/1/14,36.11,未拔出
04无排行无提醒,皖AT0608,488.68,15222.08,64.98,19.69,24.82,233,358,13,2,13.25,2020/1/14,38.18,未拔出
04无排行无提醒,皖AT0658,396.84,17614.22,56.22,18.63,21.3,286,143,5,2,7.79,2020/1/14,62.06,未拔出
04无排行无提醒,皖AT0565,380.38,16487.54,57.19,18.03,21.1,143,207,4,3,6.88,2020/1/14,38.22,未拔出
04无排行无提醒,皖AT0623,337.67,15975.03,44.32,13.88,24.33,373,197,0,3,10.24,2020/1/14,27.41,未拔出
04无排行无提醒,皖AT0661,322.99,15652.66,39.16,14.76,21.88,33,143,10,3,3.88,2020/1/14,52.6,未拔出
04无排行无提醒,皖AT0666,168.59,13200.77,28.99,8.39,20.09,63,147,279,1,7.83,2020/1/14,-6.68,未拔出
04无排行无提醒,粤B0Y92H,106.72,3886.12,19.83,3.88,27.51,16,55,0,0,1.67,2020/1/14,67.51,未拔出
04无排行无提醒,粤BP439V,70.31,3208.71,9.48,4.22,16.66,103,105,0,0,0.5,2020/1/14,79.97,未拔出
04无排行无提醒,粤STB959,0.04,2740.67,0.28,0.28,0.14,0,0,0,0,0.28,2020/1/14,96.15,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2020/1/14,0,未拔出
04无排行无提醒,皖AT0616,0,2377.84,0,0,0,0,0,0,0,0,2020/1/14,100,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2020/1/14,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2020/1/14,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2020/1/14,100,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2020/1/14,100,未拔出
04无排行无提醒,粤PR5795,0,2.46,0.04,0.08,0,0,0,0,0,0,2020/1/14,0,未拔出
04无排行无提醒,皖AT0608,412.85,15634.93,59.45,19.28,21.41,209,293,11,0,8.18,2020/1/15,62.26,未拔出
04无排行无提醒,皖AT0540,358.6,31690.36,52.14,16.77,21.38,31,29,566,2,13.21,2020/1/15,30.81,未拔出
04无排行无提醒,皖AT0661,325.96,15978.62,40.82,14.14,23.05,24,168,3,0,3.28,2020/1/15,62.45,未拔出
04无排行无提醒,皖AT0623,320.83,16295.86,42.21,13.08,24.53,258,144,3,2,11.23,2020/1/15,27.15,未拔出
04无排行无提醒,皖AT0666,242.32,13443.09,39.7,10.66,22.73,90,143,519,0,2.73,2020/1/15,42.12,未拔出
04无排行无提醒,皖AT0565,242.16,16729.7,39.49,12.78,18.95,73,89,0,1,2.76,2020/1/15,63.6,未拔出
04无排行无提醒,皖AT0560,189.58,23462.59,26.12,7.25,26.15,38,52,9,0,3.82,2020/1/15,81.5,未拔出
04无排行无提醒,粤B0Y92H,168.46,4054.58,28.01,5.79,29.09,32,72,0,0,2.35,2020/1/15,70.64,未拔出
04无排行无提醒,粤BP439V,90.27,3298.98,12.1,5.15,17.53,132,155,1,0,1.93,2020/1/15,72.22,未拔出
04无排行无提醒,皖AT0658,62.31,17676.53,8.63,3.84,16.23,43,31,1,0,1.68,2020/1/15,84.58,未拔出
04无排行无提醒,粤PR5795,0.09,2.55,0.23,0.17,0.53,0,0,0,0,0,2020/1/15,99.46,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2020/1/15,0,未拔出
04无排行无提醒,皖AT0616,0,2377.84,0,0,0,0,0,0,0,0,2020/1/15,100,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2020/1/15,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2020/1/15,100,未拔出
04无排行无提醒,粤STB959,0,2740.67,0,0,0,0,0,0,0,0,2020/1/15,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2020/1/15,100,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2020/1/15,100,未拔出
04无排行无提醒,皖AT0608,560.26,16195.19,77.29,23.51,23.83,166,281,13,3,14.32,2020/1/16,32.32,未拔出
04无排行无提醒,皖AT0560,507.13,24037.48,72.19,20.19,25.12,193,182,40,2,11.36,2020/1/16,38.23,未拔出
04无排行无提醒,皖AT0565,407.42,17137.12,62.37,17.52,23.25,170,248,2,2,9.24,2020/1/16,5.87,未拔出
04无排行无提醒,皖AT0540,363.64,32054,53.05,17.48,20.8,39,32,453,2,11.16,2020/1/16,38.24,未拔出
04无排行无提醒,皖AT0623,330.68,16626.54,43.02,13.22,25.01,269,153,1,1,8.2,2020/1/16,27,未拔出
04无排行无提醒,皖AT0661,328.2,16306.82,41.59,14.58,22.51,19,161,8,0,3.54,2020/1/16,66.52,未拔出
04无排行无提醒,皖AT0658,224.7,17901.23,31.62,9.98,22.52,147,99,0,0,0,2020/1/16,68.48,未拔出
04无排行无提醒,皖AT0666,161.34,13604.43,28.51,8.27,19.51,71,104,242,2,3,2020/1/16,10.9,未拔出
04无排行无提醒,粤BP439V,73.71,3372.69,10.05,4.45,16.56,106,103,0,0,1.81,2020/1/16,74.37,未拔出
04无排行无提醒,粤STB959,44.18,2784.85,3.75,1.27,34.79,3,2,0,0,1.24,2020/1/16,74.4,未拔出
04无排行无提醒,粤B0Y92H,25.1,4079.68,6.2,1.43,17.55,36,34,0,0,0.4,2020/1/16,89.04,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2020/1/16,0,未拔出
04无排行无提醒,皖AT0616,0,2377.84,0,0,0,0,0,0,0,0,2020/1/16,100,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2020/1/16,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2020/1/16,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2020/1/16,100,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2020/1/16,100,未拔出
04无排行无提醒,粤PR5795,0,2.55,0,0,0,0,0,0,0,0,2020/1/16,100,未拔出
04无排行无提醒,皖AT0608,632.28,16827.47,76.17,19.44,32.52,169,205,10,2,6.8,2020/1/17,35.03,未拔出
04无排行无提醒,皖AT0565,511.94,17649.06,75.95,21.96,23.31,135,286,3,3,13.78,2020/1/17,20.25,未拔出
04无排行无提醒,皖AT0658,459.59,18360.82,58.29,16.73,27.47,231,177,4,2,7.51,2020/1/17,50.29,未拔出
04无排行无提醒,皖AT0560,456.08,24493.56,66.29,19.27,23.67,301,226,52,2,12.57,2020/1/17,25.35,未拔出
04无排行无提醒,皖AT0540,396.66,32450.66,53.2,17.53,22.63,38,32,621,2,9.56,2020/1/17,40.35,未拔出
04无排行无提醒,皖AT0666,350.64,13955.07,55.1,14.46,24.25,159,278,1061,2,10.27,2020/1/17,-14.3,未拔出
04无排行无提醒,皖AT0661,343.45,16650.27,38.98,12.74,26.96,22,145,5,1,9.48,2020/1/17,41.74,未拔出
04无排行无提醒,皖AT0623,305.44,16931.98,38.03,12.4,24.63,193,135,1,2,7.92,2020/1/17,19.5,未拔出
04无排行无提醒,粤B0Y92H,235.45,4315.13,34.82,4.75,49.57,18,62,0,0,5.38,2020/1/17,11.88,未拔出
04无排行无提醒,粤STB959,43.84,2828.69,4.08,1.52,28.84,0,1,0,0,0,2020/1/17,93.54,未拔出
04无排行无提醒,粤BP439V,34.07,3406.76,4.65,2.02,16.87,63,63,0,0,0,2020/1/17,84.31,未拔出
04无排行无提醒,皖AT0616,0,2377.84,0,0,0,0,0,0,0,0,2020/1/17,100,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2020/1/17,0,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2020/1/17,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2020/1/17,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2020/1/17,100,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2020/1/17,100,未拔出
04无排行无提醒,粤PR5795,0,2.55,0,0,0,0,0,0,0,0,2020/1/17,100,未拔出
04无排行无提醒,皖AT0608,531.25,17358.72,70.73,21.79,24.38,249,415,29,2,14.14,2020/1/18,43.45,未拔出
04无排行无提醒,皖AT0560,500.96,24994.52,71.67,20.66,24.25,285,204,54,2,17.72,2020/1/18,35.98,未拔出
04无排行无提醒,皖AT0540,484.51,32935.17,62.62,19.8,24.47,46,32,896,2,11.74,2020/1/18,23.19,未拔出
04无排行无提醒,皖AT0565,455.25,18104.31,63.52,18.27,24.92,141,249,2,2,13.41,2020/1/18,11.65,未拔出
04无排行无提醒,皖AT0658,428.57,18789.39,56.14,17.06,25.12,242,289,0,1,7.39,2020/1/18,50.27,未拔出
04无排行无提醒,皖AT0661,314.49,16964.76,37.64,13.84,22.72,29,142,6,1,3.51,2020/1/18,38.74,未拔出
04无排行无提醒,粤B0Y92H,312.81,4627.94,46.99,6.37,49.11,84,154,1,0,7.19,2020/1/18,23.04,未拔出
04无排行无提醒,皖AT0623,294.45,17226.43,37.3,12.15,24.23,243,176,1,1,4.51,2020/1/18,1.08,未拔出
04无排行无提醒,皖AT0666,289.12,14244.19,45.29,13.06,22.14,84,130,460,2,6.84,2020/1/18,29.5,未拔出
04无排行无提醒,粤BP439V,19.93,3426.69,2.27,0.64,31.14,12,15,0,0,0.64,2020/1/18,70.47,未拔出
04无排行无提醒,粤STB959,6.14,2834.83,0.96,0.94,6.53,2,1,0,0,0.94,2020/1/18,95.1,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2020/1/18,0,未拔出
04无排行无提醒,皖AT0616,0,2377.84,0,0,0,0,0,0,0,0,2020/1/18,100,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2020/1/18,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2020/1/18,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2020/1/18,100,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2020/1/18,100,未拔出
04无排行无提醒,粤PR5795,0,2.55,0,0,0,0,0,0,0,0,2020/1/18,100,未拔出
04无排行无提醒,粤STB959,520.13,3639.62,44.78,13.01,39.98,8,62,0,1,1.91,2020/1/19,41.81,未拔出
04无排行无提醒,皖AT0658,490.83,19280.22,65.47,20.15,24.36,302,222,0,1,8.72,2020/1/19,61.76,未拔出
04无排行无提醒,皖AT0608,442.36,17801.08,58.33,18.09,24.45,288,407,15,2,12.6,2020/1/19,34.46,未拔出
04无排行无提醒,皖AT0565,421.79,18526.1,59.77,17.49,24.12,156,220,4,1,10.33,2020/1/19,19.21,未拔出
04无排行无提醒,皖AT0540,410,33345.17,55.28,17.75,23.1,39,30,538,3,14.07,2020/1/19,26.77,未拔出
04无排行无提醒,皖AT0623,344.06,17570.49,40.8,12.85,26.78,281,167,3,2,9.55,2020/1/19,28.07,未拔出
04无排行无提醒,皖AT0661,339.46,17304.22,39.05,13.78,24.63,32,169,8,1,2.83,2020/1/19,43.89,未拔出
04无排行无提醒,皖AT0666,282.57,14526.76,44.04,12.57,22.48,112,115,696,1,14.63,2020/1/19,17.79,未拔出
04无排行无提醒,皖AT0560,280.26,25274.78,42.58,11.92,23.51,190,136,38,1,9.68,2020/1/19,9.57,未拔出
04无排行无提醒,粤BP439V,54.81,3481.5,6.5,2.15,25.49,99,88,0,0,0.64,2020/1/19,68.69,未拔出
04无排行无提醒,粤B0Y92H,20.94,4648.88,6.75,1.62,12.93,10,26,0,0,0,2020/1/19,94.47,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2020/1/19,0,未拔出
04无排行无提醒,皖AT0616,0,2377.84,0,0,0,0,0,0,0,0,2020/1/19,100,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2020/1/19,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2020/1/19,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2020/1/19,100,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2020/1/19,100,未拔出
04无排行无提醒,粤PR5795,0,2.55,0,0,0,0,0,0,0,0,2020/1/19,100,未拔出
04无排行无提醒,皖AT0560,526.34,25801.12,76.25,21.97,23.96,254,238,92,4,11.3,2020/1/20,10.88,未拔出
04无排行无提醒,皖AT0623,406.75,17977.24,46.8,14.54,27.97,247,168,3,2,4.65,2020/1/20,32.73,未拔出
04无排行无提醒,皖AT0540,374.06,33719.23,52,17.74,21.09,31,31,508,3,13.99,2020/1/20,30.38,未拔出
04无排行无提醒,皖AT0608,346.13,18147.21,46.82,13.9,24.9,217,324,16,1,4.86,2020/1/20,39.87,未拔出
04无排行无提醒,皖AT0661,322.8,17627.02,35.95,12.49,25.84,24,130,6,2,3.98,2020/1/20,50.55,未拔出
04无排行无提醒,皖AT0666,247.97,14774.73,38.34,11.86,20.91,189,238,986,2,4.67,2020/1/20,14.46,未拔出
04无排行无提醒,皖AT0565,207.38,18733.48,29.62,8.32,24.93,49,127,1,1,13.42,2020/1/20,15.66,未拔出
04无排行无提醒,皖AT0658,190.25,19470.47,25.73,8.25,23.06,95,89,0,0,4.71,2020/1/20,42.98,未拔出
04无排行无提醒,粤STB959,55.41,3695.03,7.16,3.17,17.48,8,44,0,0,0.53,2020/1/20,88.58,未拔出
04无排行无提醒,粤BP439V,50.59,3532.09,5.66,1.8,28.11,67,72,1,0,0,2020/1/20,69.61,未拔出
04无排行无提醒,粤B0Y92H,28.81,4677.69,7.87,2.32,12.42,9,28,0,0,0.32,2020/1/20,92.64,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2020/1/20,0,未拔出
04无排行无提醒,皖AT0616,0,2377.84,0,0,0,0,0,0,0,0,2020/1/20,100,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2020/1/20,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2020/1/20,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2020/1/20,100,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2020/1/20,100,未拔出
04无排行无提醒,粤PR5795,0,2.55,0,0,0,0,0,0,0,0,2020/1/20,100,未拔出
04无排行无提醒,皖AT0560,484.32,26285.44,69.77,19.5,24.84,329,233,45,3,11.85,2020/1/21,7.98,未拔出
04无排行无提醒,皖AT0565,483.21,19216.69,71.94,20.72,23.32,139,293,5,1,12.21,2020/1/21,21.95,未拔出
04无排行无提醒,皖AT0608,421.92,18569.13,55.74,18.45,22.87,126,227,15,1,11.5,2020/1/21,50.28,未拔出
04无排行无提醒,皖AT0540,398.91,34118.14,53.19,17.2,23.19,24,31,606,1,8.92,2020/1/21,44.26,未拔出
04无排行无提醒,皖AT0623,369.28,18346.52,43.58,13.86,26.64,204,143,0,2,5.36,2020/1/21,42,未拔出
04无排行无提醒,皖AT0661,312.85,17939.87,36.54,13.38,23.38,18,145,7,2,2.85,2020/1/21,61.05,未拔出
04无排行无提醒,皖AT0666,180.89,14955.62,29.7,9.1,19.88,63,117,765,2,8.48,2020/1/21,-22.35,未拔出
04无排行无提醒,粤BP439V,63.33,3595.42,7.34,2.36,26.83,68,69,0,0,0.81,2020/1/21,69.49,未拔出
04无排行无提醒,粤STB959,34.47,3729.5,3.62,1.18,29.21,0,12,0,0,0,2020/1/21,85.57,未拔出
04无排行无提醒,皖AT0658,30.65,19501.12,4.16,3.33,9.2,2,9,0,0,0.56,2020/1/21,83.38,未拔出
04无排行无提醒,粤B0Y92H,19.97,4697.66,3.77,0.99,20.17,3,20,1,0,0.39,2020/1/21,91.95,未拔出
04无排行无提醒,皖AT0616,0,2377.84,0,0,0,0,0,0,0,0,2020/1/21,100,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2020/1/21,0,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2020/1/21,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2020/1/21,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2020/1/21,100,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2020/1/21,100,未拔出
04无排行无提醒,粤PR5795,0,2.55,0,0,0,0,0,0,0,0,2020/1/21,100,未拔出
04无排行无提醒,皖AT0560,458.01,26743.45,65.69,19.03,24.07,214,133,21,2,7.42,2020/1/22,24.3,未拔出
04无排行无提醒,皖AT0540,436.4,34554.54,57.62,18.35,23.78,24,19,561,3,12.34,2020/1/22,3.36,未拔出
04无排行无提醒,皖AT0658,379.28,19880.4,51.75,17.55,21.61,274,171,1,1,5.12,2020/1/22,46.15,未拔出
04无排行无提醒,皖AT0608,362.2,18931.33,47.34,15.79,22.94,185,353,26,2,13.6,2020/1/22,30.59,未拔出
04无排行无提醒,皖AT0623,314.68,18661.2,39.66,11.6,27.13,234,151,1,1,8.15,2020/1/22,28.02,未拔出
04无排行无提醒,皖AT0661,291.05,18230.92,34.52,13.1,22.22,12,104,1,1,2.58,2020/1/22,68.68,未拔出
04无排行无提醒,皖AT0565,269.49,19486.18,37.97,10.32,26.11,70,161,1,1,9.54,2020/1/22,-1.43,未拔出
04无排行无提醒,皖AT0666,226.33,15181.95,32.23,7.68,29.47,37,83,730,1,4.17,2020/1/22,32.07,未拔出
04无排行无提醒,粤STB959,76.97,3806.47,7.87,2.92,26.36,6,34,0,0,0.8,2020/1/22,89.49,未拔出
04无排行无提醒,粤BP439V,44.02,3639.44,5.12,1.76,25.01,56,53,0,0,0,2020/1/22,72.4,未拔出
04无排行无提醒,粤B0Y92H,32.35,4730.01,7.33,1.78,18.17,12,38,0,0,0.43,2020/1/22,90.9,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2020/1/22,0,未拔出
04无排行无提醒,皖AT0616,0,2377.84,0,0,0,0,0,0,0,0,2020/1/22,100,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2020/1/22,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2020/1/22,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2020/1/22,100,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2020/1/22,100,未拔出
04无排行无提醒,粤PR5795,0,2.55,0,0,0,0,0,0,0,0,2020/1/22,100,未拔出
04无排行无提醒,皖AT0560,621.38,27364.83,78.01,19.93,31.18,237,242,29,3,8.97,2020/1/23,22.8,未拔出
04无排行无提醒,皖AT0661,356.51,18587.43,37.78,12.36,28.84,23,133,3,2,1.77,2020/1/23,35.07,未拔出
